iter	Passed	Remaining
1659	172990	35431
1660	173098	35328
1661	173205	35224
1662	173313	35121
1663	173420	35017
1664	173529	34914
1665	173635	34810
1666	173742	34706
1667	173861	34605
1668	173985	34505
1669	174094	34401
1670	174206	34299
1671	174313	34195
1672	174420	34091
1673	174527	33987
1674	174633	33884
1675	174744	33781
1676	174852	33677
1677	174988	33579
1678	175120	33480
1679	175254	33381
1680	175385	33282
1681	175545	33188
1682	175679	33089
1683	175813	32991
1684	175947	32892
1685	176083	32793
1686	176223	32695
1687	176362	32597
1688	176471	32494
1689	176580	32390
1690	176688	32286
1691	176798	32183
1692	176905	32079
1693	177012	31975
1694	177119	31871
1695	177225	31766
1696	177334	31663
1697	177442	31559
1698	177549	31455
1699	177657	31351
1700	177765	31247
1701	177871	31143
1702	177980	31039
1703	178087	30935
1704	178195	30831
1705	178302	30727
1706	178410	30623
1707	178516	30519
1708	178624	30415
1709	178730	30310
1710	178837	30206
1711	178944	30102
1712	179052	29998
1713	179159	29894
1714	179267	29790
1715	179376	29687
1716	179483	29582
1717	179587	29478
1718	179702	29375
1719	179808	29271
1720	179916	29167
1721	180024	29063
1722	180131	28959
1723	180238	28854
1724	180346	28750
1725	180453	28646
1726	180560	28542
1727	180667	28438
1728	180782	28335
1729	180891	28231
1730	180999	28127
1731	181106	28023
1732	181214	27919
1733	181321	27815
1734	181429	27711
1735	181535	27606
1736	181641	27502
1737	181749	27398
1738	181856	27294
1739	181962	27189
1740	182069	27085
1741	182180	26981
1742	182288	26877
1743	182395	26773
1744	182502	26669
1745	182609	26565
1746	182717	26461
1747	182824	26356
1748	182932	26252
1749	183040	26148
1750	183152	26045
1751	183263	25941
1752	183378	25838
1753	183487	25734
1754	183598	25630
1755	183710	25526
1756	183815	25422
1757	183921	25317
1758	184029	25213
1759	184137	25109
1760	184245	25005
1761	184351	24901
1762	184459	24796
1763	184566	24692
1764	184677	24588
1765	184790	24485
1766	184898	24381
1767	185019	24278
1768	185180	24181
1769	185336	24083
1770	185472	23982
1771	185607	23881
1772	185741	23780
1773	185881	23680
1774	186019	23579
1775	186150	23478
1776	186259	23374
1777	186375	23270
1778	186483	23166
1779	186591	23061
1780	186701	22957
1781	186809	22853
1782	186917	22748
1783	187024	22644
1784	187132	22539
1785	187240	22435
1786	187349	22330
1787	187455	22226
1788	187562	22121
1789	187669	22017
1790	187777	21912
1791	187884	21808
1792	187992	21703
1793	188099	21598
1794	188207	21494
1795	188315	21389
1796	188422	21285
1797	188529	21180
1798	188636	21076
1799	188744	20971
1800	188853	20867
1801	188959	20762
1802	189067	20657
1803	189174	20553
1804	189282	20448
1805	189390	20344
1806	189498	20239
1807	189605	20135
1808	189713	20030
1809	189820	19925
1810	189929	19821
1811	190038	19717
1812	190157	19613
1813	190277	19510
1814	190384	19405
1815	190495	19301
1816	190609	19197
1817	190719	19092
1818	190828	18988
1819	190939	18884
1820	191056	18780
1821	191164	18675
1822	191278	18571
1823	191385	18467
1824	191493	18362
1825	191601	18257
1826	191708	18153
1827	191817	18048
1828	191924	17943
1829	192032	17839
1830	192140	17734
1831	192246	17629
1832	192352	17524
1833	192458	17419
1834	192569	17315
1835	192676	17210
1836	192791	17106
1837	192899	17002
1838	193009	16897
1839	193119	16792
1840	193245	16689
1841	193355	16585
1842	193476	16481
1843	193596	16377
1844	193710	16273
1845	193824	16169
1846	193936	16065
1847	194052	15961
1848	194163	15856
1849	194271	15751
1850	194378	15646
1851	194486	15542
1852	194593	15437
1853	194701	15332
1854	194810	15227
1855	194917	15122
1856	195024	15018
1857	195131	14913
1858	195239	14808
1859	195352	14703
1860	195482	14600
1861	195592	14496
1862	195719	14392
1863	195837	14288
1864	195948	14183
1865	196061	14079
1866	196171	13974
1867	196279	13869
1868	196393	13765
1869	196501	13660
1870	196609	13555
1871	196717	13450
1872	196825	13345
1873	196933	13240
1874	197041	13136
1875	197151	13031
1876	197260	12926
1877	197367	12821
1878	197475	12716
1879	197582	12611
1880	197691	12506
1881	197799	12401
1882	197908	12297
1883	198016	12192
1884	198130	12087
1885	198237	11982
1886	198343	11877
1887	198453	11772
1888	198561	11667
1889	198669	11562
1890	198777	11457
1891	198887	11352
1892	198998	11248
1893	199108	11143
1894	199222	11038
1895	199334	10933
1896	199442	10828
1897	199550	10723
1898	199658	10619
1899	199767	10514
1900	199876	10409
1901	199988	10304
1902	200097	10199
1903	200204	10094
1904	200312	9989
1905	200418	9884
1906	200524	9779
1907	200631	9674
1908	200741	9569
1909	200849	9464
1910	200959	9359
1911	201068	9254
1912	201175	9149
1913	201281	9044
1914	201390	8938
1915	201498	8833
1916	201612	8729
1917	201719	8624
1918	201827	8519
1919	201935	8413
1920	202044	8308
1921	202151	8203
1922	202260	8098
1923	202366	7993
1924	202474	7888
1925	202581	7783
1926	202689	7678
1927	202796	7573
1928	202908	7468
1929	203016	7363
1930	203126	7258
1931	203235	7153
1932	203342	7048
1933	203450	6942
1934	203558	6837
1935	203666	6732
1936	203773	6627
1937	203881	6522
1938	203988	6417
1939	204095	6312
1940	204204	6207
1941	204312	6102
1942	204420	5996
1943	204527	5891
1944	204636	5786
1945	204743	5681
1946	204851	5576
1947	204959	5471
1948	205065	5366
1949	205176	5260
1950	205284	5155
1951	205395	5050
1952	205501	4945
1953	205608	4840
1954	205716	4735
1955	205825	4630
1956	205935	4524
1957	206049	4419
1958	206159	4314
1959	206266	4209
1960	206374	4104
1961	206482	3999
1962	206593	3894
1963	206704	3788
1964	206812	3683
1965	206919	3578
1966	207028	3473
1967	207137	3368
1968	207246	3262
1969	207354	3157
1970	207462	3052
1971	207569	2947
1972	207677	2842
1973	207786	2736
1974	207892	2631
1975	208002	2526
1976	208110	2421
1977	208218	2315
1978	208325	2210
1979	208432	2105
1980	208539	2000
1981	208653	1894
1982	208762	1789
1983	208872	1684
1984	208983	1579
1985	209092	1473
1986	209200	1368
1987	209310	1263
1988	209417	1158
1989	209526	1052
1990	209633	947
1991	209743	842
1992	209850	737
1993	209958	631
1994	210067	526
1995	210187	421
1996	210296	315
1997	210404	210
1998	210511	105
1999	210621	0
