iter	AUC	Logloss
884	0.7740054704	0.3852978783
885	0.7739986637	0.3852929243
886	0.7740150907	0.3852874917
887	0.7740232073	0.3852809094
888	0.7740286504	0.3852763832
889	0.774049872	0.3852706936
890	0.7740552316	0.3852665894
891	0.7740890279	0.3852596097
892	0.7741049981	0.3852551857
893	0.7741020488	0.38525095
894	0.7741137503	0.3852444703
895	0.7741134629	0.3852405253
896	0.7741122629	0.3852195736
897	0.774184771	0.3852143603
898	0.7741836618	0.385210685
899	0.7741919053	0.3852064886
900	0.7741906136	0.3852026628
901	0.774198938	0.3851977866
902	0.774203073	0.3851933392
903	0.7741973904	0.3851882409
904	0.7741927064	0.3851833419
905	0.7741985475	0.3851788854
906	0.7742042798	0.3851741115
907	0.7742397291	0.385167093
908	0.7742563756	0.3851607706
909	0.77428184	0.3851544128
910	0.7742857166	0.3851480716
911	0.774283412	0.3851370933
912	0.7742823777	0.3851331564
913	0.7742911124	0.3851290244
914	0.7742928059	0.3851247443
915	0.7742842759	0.3851195915
916	0.7742807789	0.3851123507
917	0.7743080615	0.385105926
918	0.7743562067	0.3850997855
919	0.7743488342	0.3850935761
920	0.7743815224	0.3850873484
921	0.7743805468	0.3850837068
922	0.7743736381	0.3850775712
923	0.7743727806	0.3850739558
924	0.7743764429	0.385069665
925	0.7743710751	0.3850636693
926	0.7743701147	0.3850599508
927	0.7743602061	0.3850538063
928	0.774360357	0.3850501665
929	0.7743595119	0.3850466135
930	0.774353888	0.3850420134
931	0.774347674	0.3850359566
932	0.7743521269	0.3850315028
933	0.7743709977	0.3850261875
934	0.774376789	0.3850221501
935	0.7743809255	0.3850181275
936	0.774380161	0.3850146016
937	0.774385934	0.3850104011
938	0.774422468	0.3850048134
939	0.7744501532	0.3849984939
940	0.7744738967	0.3849925962
941	0.7744691419	0.3849866001
942	0.7744682366	0.3849830412
943	0.7744754835	0.3849787534
944	0.774475237	0.3849751356
945	0.7744924109	0.3849701367
946	0.774520961	0.3849640459
947	0.7745278557	0.3849598622
948	0.774524712	0.3849531294
949	0.7745545183	0.384946385
950	0.7745759633	0.3849415626
951	0.7745956385	0.3849356412
952	0.7745948964	0.3849322801
953	0.7745978797	0.3849281572
954	0.7745918846	0.3849221487
955	0.7745999027	0.3849180636
956	0.7746219603	0.3849132512
957	0.774634149	0.3849093447
958	0.7746628679	0.3849036998
959	0.7746660581	0.3849000273
960	0.7746643011	0.3848964718
961	0.7746639812	0.384893079
962	0.7746569394	0.3848867589
963	0.7746564922	0.3848832968
964	0.7746553852	0.3848527093
965	0.774659815	0.3848489905
966	0.7746892356	0.3848430018
967	0.7747119984	0.3848379557
968	0.7747479862	0.3848316139
969	0.7747416707	0.3848268349
970	0.7747455456	0.3848228447
971	0.7747395189	0.3848180543
972	0.774742625	0.3848141145
973	0.7747403568	0.3847866521
974	0.774752136	0.3847825529
975	0.7747517016	0.3847788316
976	0.7747569238	0.3847749075
977	0.7747514878	0.3847699518
978	0.7747469448	0.3847633507
979	0.7747466574	0.3847599403
980	0.7747496313	0.3847539897
981	0.7747750691	0.3847480607
982	0.7747991851	0.3847424636
983	0.7747916805	0.3847365271
984	0.7747950251	0.3847326545
985	0.7747943861	0.3847293643
986	0.7747924212	0.3847016243
987	0.7748334351	0.3846967076
988	0.7748397896	0.3846931597
989	0.7748347295	0.384689003
990	0.77485659	0.3846840355
991	0.7748946009	0.3846549795
992	0.7750374579	0.3845941255
993	0.7750350092	0.3845850587
994	0.7750424953	0.3845810889
995	0.7750503675	0.3845771953
996	0.7750809884	0.384570714
997	0.7750800584	0.3845674023
998	0.7750747035	0.3845612286
999	0.7750704229	0.384554812
1000	0.7750745081	0.3845509176
1001	0.7751066914	0.3845451137
1002	0.7751253406	0.384540025
1003	0.7751208884	0.3845348209
1004	0.7751446468	0.38452843
1005	0.7751514131	0.3845226797
1006	0.7751426018	0.3845171027
1007	0.7751358559	0.3845125378
1008	0.7751438287	0.3845087666
1009	0.7751454606	0.3845052793
1010	0.7751740814	0.3844991115
1011	0.7751785284	0.3844953915
1012	0.7751869901	0.3844918542
1013	0.7751809344	0.3844874629
1014	0.7751733885	0.3844816512
1015	0.7752878681	0.3844756027
1016	0.7752819523	0.3844696491
1017	0.775303795	0.3844646873
1018	0.7753023404	0.3844613665
1019	0.7753017779	0.3844580567
1020	0.7753004419	0.3844544631
1021	0.7753001189	0.3844511747
1022	0.7752915345	0.3844458414
1023	0.7752833168	0.3844405464
1024	0.7752902261	0.3844367392
1025	0.7753107338	0.3844316644
1026	0.7753025211	0.384426397
1027	0.7753061133	0.3844229159
1028	0.7753300089	0.3844178631
1029	0.7753378835	0.3844133523
1030	0.7753369017	0.3844099632
1031	0.7753316888	0.3844035407
1032	0.7753643545	0.3843970979
1033	0.7753681798	0.3843933609
1034	0.7753782273	0.3843877828
1035	0.7754097563	0.3843813861
1036	0.7754352949	0.3843755293
1037	0.7754565682	0.3843700545
1038	0.7754607357	0.3843507488
1039	0.7754786178	0.3843464678
1040	0.7754726275	0.3843418186
1041	0.7754710143	0.3843384487
1042	0.7754755042	0.3843348238
1043	0.7754736704	0.3843313602
1044	0.7754811619	0.3843271847
1045	0.7754806422	0.3843239862
1046	0.7754847814	0.3843203676
1047	0.7754841962	0.384292627
1048	0.7754925991	0.3842871708
1049	0.7754969021	0.3842838601
1050	0.7754933838	0.3842774631
1051	0.7754867664	0.3842730539
1052	0.775510932	0.3842673218
1053	0.7755028738	0.384262136
1054	0.7756102449	0.3842557803
1055	0.7756397588	0.38425013
1056	0.7756686639	0.3842443608
1057	0.7756889881	0.3842396723
1058	0.7756956815	0.384236141
1059	0.775694034	0.3842326407
1060	0.7757137873	0.3842279118
1061	0.7757082311	0.3842235863
1062	0.775713057	0.3842182228
1063	0.775733672	0.3842135382
1064	0.775732242	0.384210083
1065	0.7757254223	0.3842056655
1066	0.7757248086	0.3842022161
1067	0.7757474089	0.3841970756
1068	0.7757817024	0.3841910508
1069	0.775814754	0.3841850846
1070	0.7758138147	0.384181928
1071	0.7758124545	0.3841785931
1072	0.7758117682	0.3841754915
1073	0.7758068825	0.3841715925
1074	0.7758112169	0.3841682113
1075	0.7758097623	0.3841649734
1076	0.7757959255	0.384160473
1077	0.7757994113	0.3841568767
1078	0.7758030784	0.384138432
1079	0.7758091929	0.384135198
1080	0.7758156676	0.3841307542
1081	0.7758152498	0.384127837
1082	0.7758233325	0.3841243931
1083	0.7758145178	0.3841192109
1084	0.7758215452	0.3841156404
1085	0.7758482553	0.3841101352
1086	0.7758396576	0.3841058531
1087	0.7758584651	0.3841015436
1088	0.7758898317	0.3840955281
1089	0.7758793526	0.384090313
1090	0.7758838353	0.3840872673
1091	0.7758831404	0.3840839917
1092	0.7759005604	0.3840797822
1093	0.775917855	0.3840752064
1094	0.7759076163	0.3840706878
1095	0.7758969189	0.384065574
1096	0.7758892748	0.3840605624
1097	0.7758801681	0.3840556372
1098	0.7758877168	0.3840513265
1099	0.7759109991	0.3840466988
1100	0.7759358344	0.3840412729
1101	0.7759355754	0.3840384196
1102	0.7759329005	0.3840351308
1103	0.7759563041	0.3840297262
1104	0.7759606042	0.3840256645
1105	0.7759908675	0.3840195968
1106	0.7760003896	0.3840143553
1107	0.7760083101	0.3840092177
1108	0.7760122378	0.384005921
1109	0.776004964	0.3840018223
1110	0.7760080779	0.3839841949
1111	0.7760067217	0.3839585146
1112	0.7760122856	0.3839545467
1113	0.7760341324	0.3839492763
1114	0.7760599015	0.3839440633
1115	0.7760510478	0.3839397656
1116	0.7760795694	0.3839338535
1117	0.7760779294	0.3839307128
1118	0.7760817282	0.3839274631
1119	0.7760761534	0.3839237364
1120	0.7760748637	0.3839004113
1121	0.776080554	0.3838965329
1122	0.7760801946	0.3838935647
1123	0.7761059506	0.3838876152
1124	0.7760974892	0.3838827157
1125	0.7761190448	0.3838778065
1126	0.7761104618	0.3838736489
1127	0.7761095705	0.3838508728
1128	0.7761389323	0.3838451656
1129	0.7761646867	0.3838393141
1130	0.7761680886	0.3838357831
1131	0.7761946924	0.3838303394
1132	0.7761938413	0.3838274843
1133	0.7761987018	0.3838240263
1134	0.7762096297	0.3838204734
1135	0.7762055023	0.3838140541
1136	0.7762340062	0.3838086548
1137	0.7762287371	0.3838031294
1138	0.7762203339	0.3837982122
1139	0.7762192529	0.3837951827
1140	0.7762589021	0.3837910529
1141	0.7762644558	0.3837875717
1142	0.7762711344	0.3837840662
1143	0.7762627503	0.3837792399
1144	0.7762917077	0.3837734858
1145	0.7762961526	0.3837700541
1146	0.7762883813	0.3837652448
1147	0.7763044898	0.3837606953
1148	0.7763092217	0.3837577441
1149	0.7763151967	0.3837541621
1150	0.7763144652	0.3837511333
1151	0.7763081329	0.3837472988
1152	0.7763355054	0.3837416382
1153	0.7763594187	0.3837360386
1154	0.7763857283	0.3837307715
1155	0.77638484	0.3837275758
1156	0.7764141775	0.3837221442
1157	0.776419178	0.3837188103
1158	0.7765427926	0.3836625597
1159	0.7765414531	0.3836596283
1160	0.7765327469	0.3836546956
1161	0.7765561392	0.3836486605
1162	0.7765769486	0.3836433293
1163	0.7765823128	0.3836400553
1164	0.7765954136	0.3836359525
1165	0.7765860453	0.3836313095
1166	0.7765853423	0.3836284078
1167	0.7765782758	0.3836240807
1168	0.7765827213	0.3836207946
1169	0.7765745196	0.3836165955
1170	0.7766011871	0.3836113565
1171	0.7766234646	0.3836062214
1172	0.7766221447	0.3836032076
1173	0.7766204038	0.3836001972
1174	0.776617093	0.3835938722
1175	0.7766236722	0.3835903728
1176	0.7766155036	0.3835856558
1177	0.7766464666	0.3835794681
1178	0.7766452948	0.3835766852
1179	0.7766766852	0.3835706793
1180	0.7766768249	0.3835656929
1181	0.7767011249	0.3835605672
1182	0.7767068749	0.3835573045
1183	0.7767291282	0.3835514705
1184	0.7767477054	0.3835471849
1185	0.7767464666	0.3835442362
1186	0.7767495434	0.3835393189
1187	0.7767482571	0.3835215977
1188	0.7767698549	0.383516937
1189	0.776774801	0.3835137623
1190	0.7767698049	0.3835079303
1191	0.7768037468	0.3835020419
1192	0.7768030573	0.3834989485
1193	0.776802897	0.3834961734
1194	0.7768262318	0.3834914646
1195	0.7768181717	0.3834875924
1196	0.7768457162	0.3834817949
1197	0.7768479541	0.3834769703
1198	0.7768758559	0.3834720628
1199	0.7768809833	0.3834688723
1200	0.7768993612	0.383464827
1201	0.7768987866	0.3834396124
1202	0.7769042695	0.3834355462
1203	0.7769081871	0.3834324243
1204	0.7769070548	0.3834295218
1205	0.7769329457	0.3834237912
1206	0.7769590135	0.3834189943
1207	0.7769522654	0.3834150552
1208	0.776957488	0.3834117463
1209	0.776973885	0.3834081195
1210	0.7769640465	0.3834031027
1211	0.7769883343	0.3833983034
1212	0.7770076696	0.3833944085
1213	0.7769981235	0.3833893702
1214	0.7770011034	0.3833724013
1215	0.7769936601	0.3833684979
1216	0.7769867122	0.3833647387
1217	0.7769875721	0.3833401155
1218	0.7769815168	0.3833349385
1219	0.7770042234	0.3833301619
1220	0.7769992065	0.383326647
1221	0.7770043514	0.3833226613
1222	0.7770230575	0.3833185953
1223	0.777016143	0.3833118286
1224	0.7770059416	0.3833071671
1225	0.7770018213	0.3833016777
1226	0.7770270289	0.3832964187
1227	0.7770260578	0.3832936971
1228	0.7770255995	0.3832910302
1229	0.7770306181	0.3832881988
1230	0.7770344665	0.3832849736
1231	0.7770565297	0.3832791187
1232	0.777059345	0.3832764378
1233	0.777065404	0.3832731488
1234	0.7770836807	0.3832691634
1235	0.7770800165	0.3832660353
1236	0.7770794306	0.3832632543
1237	0.777072873	0.3832584174
1238	0.7770946716	0.3832537604
1239	0.7770990529	0.3832509125
1240	0.7771274647	0.3832450941
1241	0.7771264484	0.383242345
1242	0.7771293016	0.3832397389
1243	0.7771562911	0.3832346722
1244	0.7771457074	0.3832299935
1245	0.7771504329	0.3832268447
1246	0.7771440433	0.383223218
1247	0.7771444268	0.3832202097
1248	0.7771651608	0.3832158401
1249	0.7771666311	0.3832111646
1250	0.7771907219	0.383206519
1251	0.7771947144	0.383203491
1252	0.7771880059	0.3831997585
1253	0.7771797317	0.3831957707
1254	0.7771866416	0.3831928252
1255	0.7771920226	0.383189671
1256	0.7771910271	0.3831869021
1257	0.7772160545	0.3831818619
1258	0.7772075067	0.3831778971
1259	0.7772315428	0.3831723309
1260	0.7772260729	0.3831669476
1261	0.7772194612	0.3831618126
1262	0.7772228156	0.3831589264
1263	0.7772534229	0.383154061
1264	0.77725237	0.3831513569
1265	0.7772553823	0.3831467732
1266	0.7772802137	0.3831412223
1267	0.777273671	0.3831376734
1268	0.7772758331	0.3831355865
1269	0.7772823918	0.3831326173
1270	0.777294267	0.3831297291
1271	0.7773178323	0.3831248243
1272	0.7773175692	0.3831221499
1273	0.7773090849	0.3831181282
1274	0.7773089976	0.383115375
1275	0.7773038699	0.3831120537
1276	0.7773274295	0.3831080854
1277	0.7773239039	0.3831020489
1278	0.7773403014	0.3830981129
1279	0.7773453567	0.3830950747
1280	0.7773676903	0.3830896549
1281	0.777361241	0.38308619
1282	0.7773660701	0.3830832567
1283	0.7773590641	0.3830754919
1284	0.7773645237	0.3830730768
1285	0.7773604445	0.3830700053
1286	0.7773867244	0.3830655194
1287	0.7773897335	0.3830610246
1288	0.7773783181	0.3830565344
1289	0.777377217	0.3830344988
1290	0.7773836805	0.3830305609
1291	0.7774097127	0.3830250169
1292	0.7774195694	0.3830211497
1293	0.7774192066	0.3830182587
1294	0.7774470308	0.3830128
1295	0.7774523681	0.3830090041
1296	0.7774604016	0.3830045988
1297	0.7774586728	0.3829811389
1298	0.7774750863	0.3829772787
1299	0.7774748138	0.3829744231
1300	0.7774743456	0.382971865
1301	0.7774767767	0.3829690413
1302	0.777479801	0.3829662954
1303	0.7774794876	0.3829634808
1304	0.7775094272	0.3829585708
1305	0.7775133303	0.3829556405
1306	0.777502957	0.3829512183
1307	0.77752493	0.3829469217
1308	0.7775181618	0.3829435434
1309	0.7775206152	0.3829407886
1310	0.7775235649	0.3829384668
1311	0.7775383217	0.382934979
1312	0.7775378601	0.3829321767
1313	0.7775417331	0.3829278783
1314	0.7775660878	0.3829235963
1315	0.7775713819	0.3829206907
1316	0.7775966171	0.3829152017
1317	0.7775963837	0.3829036708
1318	0.7775884028	0.3828991554
1319	0.7776042264	0.3828955179
1320	0.7776034557	0.3828928899
1321	0.7776073708	0.3828904351
1322	0.7776506596	0.3828850438
1323	0.7776536471	0.382882429
1324	0.7776432085	0.3828782552
1325	0.7776685136	0.3828736193
1326	0.7776929139	0.3828690754
1327	0.7777163014	0.3828644061
1328	0.777719203	0.3828480734
1329	0.7777117628	0.3828433079
1330	0.7777108374	0.3828406613
1331	0.7777073191	0.3828327563
1332	0.7777066384	0.3828117902
1333	0.7777107392	0.3828089523
1334	0.7777106194	0.3828061517
1335	0.7777312746	0.3828014497
1336	0.7777561432	0.3827959377
1337	0.7777784168	0.3827913718
1338	0.7778066053	0.3827860113
1339	0.7778018739	0.3827805834
1340	0.7778031299	0.3827779999
1341	0.7778058067	0.3827754801
1342	0.7778047333	0.3827726211
1343	0.7778001908	0.3827694211
1344	0.7778263186	0.382764075
1345	0.7778409774	0.382760845
1346	0.7778616053	0.3827564491
1347	0.7778548769	0.3827503489
1348	0.7778601762	0.3827465843
1349	0.777858359	0.382743898
1350	0.7778521053	0.3827406454
1351	0.7778568036	0.3827364363
1352	0.7778462159	0.3827320165
1353	0.7778820386	0.3827274358
1354	0.7778963627	0.3827244041
1355	0.7779015036	0.3827208471
1356	0.7779008982	0.3827183361
1357	0.7779278269	0.3827137513
1358	0.7779515333	0.3827093991
1359	0.7779501072	0.3826864033
1360	0.7779488487	0.3826743253
1361	0.7779777374	0.3826689421
1362	0.7779771115	0.3826661831
1363	0.7780041072	0.3826610156
1364	0.7780093596	0.3826579138
1365	0.7780049031	0.3826521127
1366	0.7780006047	0.3826490006
1367	0.7780253969	0.3826438344
1368	0.7780375672	0.382640863
1369	0.778025131	0.382636375
1370	0.7780300615	0.3826336213
1371	0.7780712742	0.3826284107
1372	0.778063437	0.3826235913
1373	0.7780622482	0.3826208777
1374	0.7780615768	0.3826183414
1375	0.7780611015	0.3826157853
1376	0.7780941768	0.3826105765
1377	0.7780940491	0.3826081668
1378	0.7781187707	0.3826037753
1379	0.778114332	0.3826007037
1380	0.77811415	0.3825982294
1381	0.7782252543	0.382546357
1382	0.7782171703	0.38254278
1383	0.7782198546	0.3825401598
1384	0.7782256837	0.3825371992
1385	0.7782353586	0.3825346554
1386	0.778234383	0.3825322354
1387	0.7782922296	0.3825081195
1388	0.7782986607	0.3825048933
1389	0.7782976556	0.3825023992
1390	0.7783148249	0.3824982678
1391	0.7783163194	0.3824941651
1392	0.7783091204	0.3824903253
1393	0.7783044132	0.382487443
1394	0.7783075618	0.3824848395
1395	0.7782959021	0.3824789516
1396	0.7782985501	0.3824760354
1397	0.7783267766	0.3824707196
1398	0.7783174838	0.3824664873
1399	0.7783227528	0.3824628295
1400	0.7783448151	0.3824582292
1401	0.7783372218	0.3824543824
1402	0.7783331254	0.3824492495
1403	0.7783364712	0.3824470192
1404	0.7783267662	0.3824433106
1405	0.7783303986	0.3824407081
1406	0.7783261432	0.3824357272
1407	0.7783427653	0.382432172
1408	0.7783583559	0.3824289264
1409	0.7783862418	0.3824236945
1410	0.7783896946	0.3824208738
1411	0.7783895255	0.3824184581
1412	0.7783878376	0.382416122
1413	0.778381909	0.3824130938
1414	0.7783807291	0.3824106784
1415	0.7783839042	0.3824078164
1416	0.7783835429	0.3824038299
1417	0.778402286	0.3823998497
1418	0.7783970136	0.3823969887
1419	0.7784021334	0.3823933999
1420	0.7784234118	0.3823892017
1421	0.7784150404	0.3823859985
1422	0.7784080017	0.382381867
1423	0.7784126714	0.3823791713
1424	0.7784035733	0.3823752579
1425	0.7783996351	0.3823702527
1426	0.7783994879	0.3823679619
1427	0.7783985106	0.3823656587
1428	0.7784255692	0.3823607432
1429	0.7784626627	0.3823552491
1430	0.7784612763	0.382351356
1431	0.7784932506	0.3823459667
1432	0.7785185506	0.3823406735
1433	0.7785179734	0.382338355
1434	0.7785206266	0.3823227083
1435	0.7785417444	0.3823186585
1436	0.7785455534	0.3823160197
1437	0.7785505722	0.3823124837
1438	0.7785757385	0.3823073117
1439	0.7785653975	0.3823032904
1440	0.7785556201	0.382299788
1441	0.7785607511	0.3822963248
1442	0.7785861927	0.3822916659
1443	0.7785855214	0.3822894918
1444	0.7785912106	0.3822866023
1445	0.7785960982	0.3822837706
1446	0.7785990608	0.3822813173
1447	0.7786044284	0.3822785384
1448	0.7785934142	0.3822745733
1449	0.7785841727	0.3822714088
1450	0.7785790098	0.3822662079
1451	0.778609254	0.3822614206
1452	0.7786078811	0.382242011
1453	0.778611877	0.3822387498
1454	0.7786020989	0.3822353894
1455	0.7785977685	0.3822328536
1456	0.7786007994	0.3822299993
1457	0.7786291693	0.38222518
1458	0.7786522873	0.3822198949
1459	0.7786788228	0.382215149
1460	0.7786812526	0.382212815
1461	0.7786847732	0.382210071
1462	0.7786787112	0.3822072887
1463	0.7787027636	0.3822026686
1464	0.7787076885	0.3821999391
1465	0.778711549	0.3821974802
1466	0.7787106223	0.3821791253
1467	0.7787362752	0.3821746378
1468	0.778761334	0.3821702395
1469	0.7787530442	0.382166026
1470	0.7787844724	0.3821614614
1471	0.778779446	0.3821566368
1472	0.7787748891	0.38215119
1473	0.7787965569	0.3821471108
1474	0.77878769	0.382143711
1475	0.7787952426	0.3821413276
1476	0.7788171138	0.3821362917
1477	0.7788077192	0.38213297
1478	0.7788107147	0.3821299866
1479	0.7788137918	0.382127359
1480	0.7788296259	0.3821239171
1481	0.7788319385	0.3821216394
1482	0.7788326591	0.3821178132
1483	0.7788597599	0.382112713
1484	0.7788626984	0.3821103344
1485	0.7788678674	0.382107253
1486	0.7788601686	0.3821031532
1487	0.778866591	0.3820997016
1488	0.7788585003	0.3820966283
1489	0.7788837084	0.3820921602
1490	0.7788749484	0.3820888059
1491	0.7788747815	0.382086585
1492	0.778899159	0.3820821439
1493	0.7789282413	0.3820770848
1494	0.7789435162	0.3820737234
1495	0.7789424182	0.3820714176
1496	0.778945457	0.3820688542
1497	0.7789768126	0.3820638828
1498	0.7789704624	0.3820610219
1499	0.7789614137	0.3820577114
1500	0.7789614788	0.3820555323
1501	0.7789527936	0.3820525207
1502	0.7789517367	0.3820501866
1503	0.7789575485	0.3820467936
1504	0.778961504	0.3820444777
1505	0.778986273	0.3820402216
1506	0.7789907675	0.3820376081
1507	0.7790162569	0.3820333346
1508	0.7790313823	0.382030059
1509	0.77902212	0.3820260713
1510	0.7790216347	0.3820105578
1511	0.779024191	0.381995542
1512	0.779028372	0.3819925451
1513	0.7790179074	0.3819886906
1514	0.7790178676	0.3819864514
1515	0.779019035	0.3819827058
1516	0.7790400545	0.3819782419
1517	0.779043151	0.3819756784
1518	0.7790452415	0.3819613644
1519	0.7790446068	0.3819592577
1520	0.7790653537	0.381954956
1521	0.7790651913	0.3819528659
1522	0.7790643527	0.3819507725
1523	0.779059577	0.3819460794
1524	0.779083602	0.3819410961
1525	0.7790868713	0.3819391326
1526	0.7791103984	0.3819342479
1527	0.7791100745	0.3819320919
1528	0.7791144206	0.381928741
1529	0.7791259008	0.3819258191
1530	0.7791526212	0.3819210174
1531	0.7791512023	0.3819188435
1532	0.7792475519	0.3818706139
1533	0.7792384464	0.3818666255
1534	0.7792373533	0.381846325
1535	0.7792274839	0.3818430086
1536	0.7792534591	0.381838178
1537	0.7792755793	0.3818338033
1538	0.7792692949	0.3818296334
1539	0.7792600167	0.3818264327
1540	0.7792634955	0.3818240394
1541	0.7792787134	0.3818207793
1542	0.7792730016	0.3818164812
1543	0.7792972782	0.3818115466
1544	0.7792944633	0.381804651
1545	0.7793148018	0.3818006692
1546	0.7793165628	0.381796999
1547	0.7793074843	0.3817932018
1548	0.7793309595	0.3817889875
1549	0.7793231614	0.381785081
1550	0.7793467732	0.381780134
1551	0.7793594647	0.3817768745
1552	0.779350765	0.3817733879
1553	0.7793561485	0.381770871
1554	0.7793494551	0.3817668308
1555	0.7793429491	0.3817641131
1556	0.7793643423	0.381759767
1557	0.7793888911	0.3817551147
1558	0.7793925105	0.3817330153
1559	0.7793849949	0.381727809
1560	0.779406325	0.3817234
1561	0.7794277113	0.3817191551
1562	0.7794227225	0.3817166631
1563	0.7794135905	0.3817130323
1564	0.7794387026	0.3817086413
1565	0.7794622925	0.3817043808
1566	0.7794659506	0.3817016444
1567	0.7794649343	0.3816993908
1568	0.7794943701	0.381694612
1569	0.7795082523	0.3816916563
1570	0.779511476	0.381688973
1571	0.7795134937	0.3816868039
1572	0.7795119596	0.3816716883
1573	0.779515416	0.3816691941
1574	0.7795192214	0.3816665427
1575	0.7795113962	0.3816637727
1576	0.7795313805	0.3816590313
1577	0.7795477639	0.3816555959
1578	0.779542384	0.3816503041
1579	0.7795696671	0.3816455136
1580	0.7795917684	0.3816414468
1581	0.7796128584	0.3816374124
1582	0.7796187164	0.381634177
1583	0.7796364927	0.3816309016
1584	0.7796354098	0.3816285882
1585	0.7796354033	0.3816249865
1586	0.7796412072	0.3816218086
1587	0.7796314072	0.3816183983
1588	0.7796344954	0.3816162449
1589	0.779632926	0.3816141229
1590	0.7796288609	0.3816117078
1591	0.7796209782	0.3816088375
1592	0.7796396457	0.3816053174
1593	0.7796433926	0.3816030476
1594	0.7796468226	0.3816008232
1595	0.7796455503	0.3815987406
1596	0.7796479347	0.3815962913
1597	0.779651706	0.381593891
1598	0.7796427106	0.3815904522
1599	0.7796694158	0.3815863188
1600	0.7796690159	0.3815841916
1601	0.7796879193	0.3815809713
1602	0.7796802083	0.3815769073
1603	0.7796791292	0.3815748209
1604	0.7796696049	0.3815711357
1605	0.7796937096	0.381566476
1606	0.7796924707	0.3815642947
1607	0.7796919912	0.3815622535
1608	0.7796956701	0.3815599714
1609	0.7796872822	0.3815568555
1610	0.7796798908	0.3815541941
1611	0.7796789384	0.3815522759
1612	0.7796822871	0.3815501452
1613	0.7797034795	0.3815461229
1614	0.7797080414	0.3815437006
1615	0.7797326813	0.381539248
1616	0.7797457701	0.381536383
1617	0.7797496278	0.3815332559
1618	0.7797444238	0.3815279789
1619	0.7797347351	0.3815246086
1620	0.7797458129	0.3815222083
1621	0.7797452718	0.3815039409
1622	0.7797367522	0.3815011466
1623	0.7797273597	0.3814979055
1624	0.7797305817	0.3814958861
1625	0.779749509	0.3814923179
1626	0.7797544299	0.3814892666
1627	0.7797590698	0.3814867898
1628	0.7797841397	0.3814827235
1629	0.7797832811	0.3814663421
1630	0.7798056484	0.3814623618
1631	0.7798114178	0.3814593615
1632	0.7798143101	0.3814571735
1633	0.7798135778	0.3814552165
1634	0.7798371997	0.381450537
1635	0.7798363045	0.3814483998
1636	0.7798599707	0.3814443089
1637	0.7798503961	0.3814409589
1638	0.779863971	0.3814378654
1639	0.7798634549	0.381435875
1640	0.7798539492	0.3814326142
1641	0.7798446682	0.3814291088
1642	0.7798640275	0.3814254692
1643	0.7798860252	0.3814215483
1644	0.7798868525	0.381418037
1645	0.7798812423	0.3814145953
1646	0.7799094675	0.3814099705
1647	0.7799328177	0.3814054259
1648	0.779936832	0.3814024581
1649	0.7799578525	0.3813980081
1650	0.7799519325	0.3813936688
1651	0.7799638358	0.3813909452
1652	0.7799661658	0.3813888575
1653	0.7799922312	0.3813844507
1654	0.7800105251	0.3813815784
1655	0.7800018049	0.3813786391
1656	0.7799937334	0.3813758235
1657	0.7799892697	0.3813735263
1658	0.7799829887	0.3813710522
1659	0.7799775223	0.3813687636
1660	0.7799765061	0.3813668194
1661	0.7799702474	0.3813617164
1662	0.7799936832	0.3813576189
1663	0.7799839327	0.3813547697
1664	0.7799828054	0.3813513897
1665	0.7799972141	0.3813484006
1666	0.7799962803	0.3813450835
1667	0.7800167798	0.3813411565
1668	0.7800203853	0.381338765
1669	0.7800155468	0.3813339242
1670	0.7800137142	0.3813320704
1671	0.7800059553	0.3813294122
1672	0.7800050245	0.3813276229
1673	0.7799984794	0.3813252863
1674	0.7800197678	0.3813213705
1675	0.7800296441	0.381319014
1676	0.7800283108	0.3813171966
1677	0.7800242513	0.3813124981
1678	0.7800189869	0.381310276
1679	0.7800344713	0.3813072017
1680	0.7800544192	0.3813032985
1681	0.780043964	0.3812999299
1682	0.7800439891	0.3812981257
1683	0.7800653084	0.3812941461
1684	0.7800551428	0.3812907979
1685	0.780047378	0.3812880407
1686	0.7800676453	0.3812840446
1687	0.7800655667	0.3812808124
1688	0.7800865791	0.3812769087
1689	0.7801073839	0.3812730623
1690	0.7801015632	0.381268129
1691	0.7801045027	0.3812657075
1692	0.7801249859	0.3812618906
1693	0.7801249755	0.3812600974
1694	0.7801196693	0.3812558955
1695	0.7801110893	0.3812525222
1696	0.7801330398	0.3812480935
1697	0.780152852	0.3812443827
1698	0.7801725796	0.3812400754
1699	0.7801757913	0.3812379377
1700	0.7801668989	0.381234976
1701	0.7801870497	0.3812307293
1702	0.7801784924	0.3812270211
1703	0.7801962112	0.3812232632
1704	0.7802069252	0.3812207294
1705	0.7802062119	0.3812189465
1706	0.7802260366	0.3812145782
1707	0.78029396	0.3811916237
1708	0.7802959444	0.3811778296
1709	0.7802887043	0.3811740873
1710	0.7803132191	0.38117004
1711	0.7803117784	0.3811682119
1712	0.7803117439	0.3811664732
1713	0.7803322595	0.3811627432
1714	0.7803361873	0.3811598395
1715	0.7803402956	0.3811578239
1716	0.7803671671	0.3811537329
1717	0.7803692311	0.3811515573
1718	0.7803867061	0.3811479688
1719	0.7803806433	0.381141885
1720	0.7803847308	0.3811392872
1721	0.7803981684	0.3811364936
1722	0.7804035749	0.3811341435
1723	0.7804336566	0.3811301982
