iter	AUC	Logloss
109	0.7615251226	0.4291277548
110	0.7615251226	0.4286341671
111	0.7615251226	0.4281828742
112	0.7615048491	0.4274523389
113	0.7615048491	0.427020153
114	0.7615048491	0.4265971622
115	0.7615048491	0.4258488373
116	0.7615048491	0.4254120775
117	0.7615048491	0.4249847494
118	0.7615048491	0.4245038038
119	0.7615048491	0.4238028197
120	0.7615048491	0.423134496
121	0.7615048491	0.4227695689
122	0.7615062873	0.4222625343
123	0.7615062873	0.4217245012
124	0.7615062873	0.421300827
125	0.7615062873	0.420964403
126	0.7615062873	0.4206350821
127	0.7615062873	0.4201603899
128	0.7615062873	0.4195708138
129	0.7615062873	0.4192366961
130	0.7615062873	0.4187695189
131	0.7615062873	0.4184722112
132	0.7615062873	0.4180451244
133	0.7615062873	0.4177597245
134	0.7615062873	0.4172083344
135	0.7615062873	0.4169348322
136	0.7615062873	0.4166134009
137	0.7615080903	0.4163319706
138	0.7618182235	0.4158050059
139	0.7618182235	0.4154277792
140	0.7618182235	0.415180373
141	0.7618182235	0.4149080933
142	0.7618182235	0.4144149589
143	0.7618182235	0.414091035
144	0.7618182235	0.413753313
145	0.7618182235	0.4133947906
146	0.7618182235	0.4131713818
147	0.7618182235	0.4129558664
148	0.7618182235	0.412509024
149	0.7618182235	0.4123023022
150	0.7618182235	0.4119213675
151	0.7618182235	0.4114944189
152	0.7618182235	0.411289134
153	0.7618182235	0.4110787839
154	0.7618182235	0.4108915113
155	0.7618182235	0.4105861273
156	0.7618182235	0.4101876794
157	0.7618182235	0.4099112668
158	0.7618182235	0.4097380567
159	0.7618182235	0.4095684403
160	0.7618182235	0.4093613822
161	0.7618182235	0.4089927546
162	0.7618182235	0.4088328221
163	0.7636111455	0.4084520865
164	0.7636111455	0.4082637885
165	0.7636111455	0.4078968319
166	0.7636222629	0.4075507187
167	0.7636223883	0.407377487
168	0.7636223883	0.4072177174
169	0.7636223883	0.4069814479
170	0.7636223883	0.4067144117
171	0.7636223883	0.4064004668
172	0.7636223883	0.4062083033
173	0.7636223883	0.4060599404
174	0.763619713	0.4059325637
175	0.763619713	0.4058071465
176	0.763619713	0.4056843127
177	0.763619713	0.4055640085
178	0.763619713	0.4053834121
179	0.763619713	0.4052086453
180	0.763619713	0.4049236985
181	0.763619713	0.4047461029
182	0.763619713	0.4046209242
183	0.7636170888	0.4044306079
184	0.7636170888	0.4042036414
185	0.7646879584	0.4038996584
186	0.7646879584	0.4037972368
187	0.7646879584	0.4036298284
188	0.7646879584	0.4035311413
189	0.7646879584	0.4034037926
190	0.7646879584	0.403167233
191	0.7646947944	0.4029006985
192	0.7646947944	0.4027007195
193	0.7646947944	0.4024616675
194	0.7646947944	0.4023624078
195	0.7646947944	0.4020993151
196	0.7646947944	0.4019699578
197	0.7646947944	0.4018856526
198	0.7646947944	0.40170297
199	0.7646947944	0.4016144021
200	0.7646947944	0.4015176901
201	0.7646947944	0.4014390626
202	0.7646947944	0.4013610845
203	0.7646947944	0.4012461638
204	0.7646947944	0.4011717266
205	0.7646947944	0.4010988088
206	0.7646947944	0.4009324572
207	0.7646947944	0.4007929722
208	0.7646947944	0.4007170881
209	0.7646947944	0.4006334362
210	0.7646947944	0.4004400792
211	0.7646947944	0.4003104578
212	0.7646943857	0.4002061453
213	0.7646943857	0.3999840974
214	0.7646943857	0.3999212082
215	0.7646967793	0.3997136572
216	0.7646967793	0.3996530689
217	0.7646967793	0.3995937135
218	0.7646967793	0.399535566
219	0.7646967793	0.3993426035
220	0.7648830865	0.3992521914
221	0.7648830865	0.3990849485
222	0.7648830865	0.3990302843
223	0.7648830865	0.3989549288
224	0.7648830865	0.3988300093
225	0.7648830865	0.3986367432
226	0.7648830865	0.3985310214
227	0.7649878365	0.3984469371
228	0.7649878365	0.398396912
229	0.7649878365	0.3983435889
230	0.7649878365	0.3982953769
231	0.7649878365	0.3981750902
232	0.7649878423	0.3980045899
233	0.7650591257	0.3979254949
234	0.7650595343	0.3978649521
235	0.7650595343	0.3978201194
236	0.7651050854	0.3977776598
237	0.7651049213	0.3976834265
238	0.7651047432	0.397521547
239	0.7651777838	0.3974470503
240	0.7651766587	0.3973570866
241	0.7651766587	0.3973175028
242	0.7651766587	0.3972724327
243	0.7651766587	0.3972327863
244	0.765175259	0.3970978765
245	0.765175259	0.3970471324
246	0.7651751041	0.3969693521
247	0.7651739808	0.3969314107
248	0.7651739808	0.3968905764
249	0.7651739808	0.3968175863
250	0.7651739808	0.3967781856
251	0.765228958	0.3967097105
252	0.7653789204	0.3965502752
253	0.7653778741	0.3964269206
254	0.765377544	0.3963511605
255	0.765377544	0.3962027087
256	0.7659480395	0.3961640234
257	0.7659457746	0.3960925112
258	0.7660046169	0.3960548814
259	0.7660046169	0.3959122746
260	0.7660666995	0.3958485914
261	0.7660666995	0.3957616552
262	0.7660648551	0.39571068
263	0.7660629675	0.3956799085
264	0.7661069104	0.3956191159
265	0.7661066605	0.3955373082
266	0.7661376334	0.3955095929
267	0.7661372883	0.3954753991
268	0.7661367253	0.3954236674
269	0.7661367253	0.3953960459
270	0.7661332142	0.39536997
271	0.7661332142	0.3953424777
272	0.7661288231	0.3953039674
273	0.7661288231	0.3951701543
274	0.766209301	0.3951361036
275	0.7662409018	0.3951031841
276	0.7662409018	0.3949734399
277	0.7662788262	0.394917052
278	0.7663443063	0.3948846765
279	0.7663372377	0.3947836329
280	0.7663364933	0.3947553965
281	0.7663364933	0.3947314164
282	0.766336462	0.3946333634
283	0.7663363699	0.3946029311
284	0.7663357234	0.3945497795
285	0.7663618503	0.394519097
286	0.7663618503	0.3944957902
287	0.766360281	0.3944274156
288	0.766409792	0.3943745259
289	0.7664009827	0.3943417995
290	0.7663991692	0.3942526571
291	0.7664444341	0.3942232897
292	0.7664885345	0.3941944949
293	0.7664867976	0.3941738334
294	0.7664848664	0.3941101829
295	0.7665212299	0.3940825028
296	0.766520591	0.3940031948
297	0.766520591	0.393982268
298	0.7665156309	0.3938705151
299	0.7665389349	0.3938438112
300	0.7665377131	0.393761653
301	0.7665372355	0.3937036152
302	0.7665981359	0.3936777115
303	0.7665981294	0.3936495027
304	0.7666206277	0.393625967
305	0.7666165667	0.3935910615
306	0.7666402209	0.3935658347
307	0.7666987536	0.3935410989
308	0.766698137	0.3934503348
309	0.766669345	0.3934190988
310	0.766669345	0.3933172926
311	0.7666705056	0.3932181369
312	0.7666704337	0.3931997896
313	0.766704026	0.3931513663
314	0.7667963998	0.3931277576
315	0.7668416219	0.3930812593
316	0.7668418323	0.3930564983
317	0.7670185644	0.3929577771
318	0.7670185096	0.3929385176
319	0.7670183914	0.3929217613
320	0.7670422201	0.3928993135
321	0.7670708284	0.3928769456
322	0.7670764996	0.3928550123
323	0.7671334407	0.3928337789
324	0.7671334122	0.3927682022
325	0.7671334122	0.3927518675
326	0.7671330871	0.3927357345
327	0.767181245	0.3927151059
328	0.7671812122	0.3926993516
329	0.7671812122	0.3926838621
330	0.7672108722	0.3926399464
331	0.7672088232	0.3926070446
332	0.7672088232	0.3925168207
333	0.7672172312	0.392496547
334	0.7672153075	0.3924649442
335	0.7672153075	0.3924502011
336	0.7672439625	0.392408312
337	0.7672727791	0.3923681162
338	0.7672727781	0.3923536806
339	0.7672723576	0.3923086411
340	0.7673326697	0.3922906996
341	0.7673677857	0.3922713788
342	0.7674046831	0.3922527354
343	0.767404682	0.3922385041
344	0.7674287507	0.3922228117
345	0.7674287398	0.392208906
346	0.7674248207	0.3921847854
347	0.7674482336	0.3921668667
348	0.7674473241	0.3921366381
349	0.7674492083	0.3920498525
350	0.7674506885	0.3919653077
351	0.7674507395	0.3919521847
352	0.7678299749	0.3918349144
353	0.7678292146	0.3917563579
354	0.7678435271	0.391739159
355	0.7678417973	0.3916697516
356	0.7678607337	0.3916529473
357	0.7679159969	0.3916360421
358	0.7679247493	0.3916220567
359	0.7679214411	0.3915505365
360	0.7679183529	0.3914964747
361	0.7679177	0.3914611782
362	0.7679170578	0.3914474464
363	0.7679169854	0.3914352851
364	0.767916997	0.391423248
365	0.7679169084	0.3914115055
366	0.7679354087	0.3913739538
367	0.7679351025	0.391361604
368	0.7679346948	0.3913107737
369	0.7679346948	0.3912993224
370	0.7682054409	0.3911901336
371	0.7682053743	0.3911791976
372	0.7682067736	0.3911075745
373	0.7681902103	0.3910749853
374	0.7681895358	0.3910076911
375	0.7682099425	0.3909719478
376	0.768208516	0.3909459143
377	0.7682571953	0.3909305402
378	0.7682598219	0.3908957006
379	0.7682598724	0.3908853316
380	0.7682935809	0.390869869
381	0.7683173415	0.3908551059
382	0.7683310681	0.3908406284
383	0.7683349078	0.3908282799
384	0.7683345738	0.39080447
385	0.7683281961	0.3907366668
386	0.7683281961	0.3907263314
387	0.7683238915	0.390709276
388	0.768317422	0.3906864477
389	0.768316793	0.3906246164
390	0.7683346678	0.3905906564
391	0.7683558229	0.3905763436
392	0.7683558293	0.3905667271
393	0.7683782501	0.3905531334
394	0.7683756131	0.3905357805
395	0.768375983	0.3905253161
396	0.7683932009	0.3904928756
397	0.7683923798	0.390450924
398	0.7683901348	0.3904384506
399	0.7684018953	0.390427512
400	0.7684393364	0.3904139522
401	0.7686735128	0.3903122851
402	0.7686696731	0.3902973277
403	0.7686695559	0.3902567459
404	0.7686695291	0.390247719
405	0.7686685906	0.3902388739
406	0.7686685938	0.3902297179
407	0.7686948322	0.3902165157
408	0.7691674407	0.3902020881
409	0.7691674553	0.3901931374
410	0.7691808739	0.3901822859
411	0.7691804425	0.3901400975
412	0.7693503468	0.3901314347
413	0.7693500782	0.3901230715
414	0.7693477249	0.3900854211
415	0.7693296997	0.3900714434
416	0.76934799	0.3900591906
417	0.7693651412	0.3900283751
418	0.7693853128	0.3900163658
419	0.7694797144	0.3900078957
420	0.7695075994	0.389999596
421	0.7695071872	0.3899903713
422	0.7695050404	0.3899730902
423	0.7695049143	0.3899139111
424	0.7695139641	0.3899054687
425	0.7695277115	0.3898968181
426	0.7695588246	0.3898885499
427	0.7695584319	0.389879868
428	0.769558343	0.3898238567
429	0.7695820205	0.3898137018
430	0.769618724	0.3898055035
431	0.7696091283	0.3897806084
432	0.7696095055	0.3897726226
433	0.7696317293	0.3897626898
434	0.7696309949	0.389754294
435	0.7696471641	0.389743011
436	0.7696534667	0.3897296835
437	0.7696531395	0.3897214714
438	0.7696531057	0.3897138143
439	0.7696882333	0.3897022615
440	0.7699095829	0.3896074703
441	0.7699374635	0.3895961588
442	0.7699543649	0.3895879286
443	0.7699457876	0.3895776735
444	0.7699458149	0.3895697829
445	0.7699457409	0.389562333
446	0.76994553	0.3895067799
447	0.7699457272	0.3894560699
448	0.7699455582	0.3894485041
449	0.7699453822	0.3894414801
450	0.7699454665	0.3894337176
451	0.7699899881	0.3894227045
452	0.7700090073	0.3894140427
453	0.7700075916	0.3893975083
454	0.7700230189	0.3893889733
455	0.7700534665	0.3893806098
456	0.7700747285	0.3893719944
457	0.7700845998	0.3893638005
458	0.7700996745	0.3893530958
459	0.7700995271	0.3893003965
460	0.7700949853	0.3892912356
461	0.7700931298	0.3892796946
462	0.7701170197	0.3892719022
463	0.770122631	0.3892638111
464	0.7701362173	0.3892346064
465	0.7701526695	0.3892241477
466	0.7701517187	0.3892082008
467	0.7701870758	0.3891544643
468	0.7702030624	0.38914424
469	0.7702028359	0.3891372462
470	0.7702217736	0.3891291565
471	0.7702197318	0.3891166211
472	0.7702217441	0.3890643092
473	0.7702186294	0.3890572412
474	0.7702328292	0.3890491928
475	0.7702328421	0.3890400922
476	0.7702328933	0.3890328074
477	0.7702539667	0.3890231987
478	0.7702493046	0.38901539
479	0.7702478195	0.3890007987
480	0.7702899729	0.3889929527
481	0.7702938903	0.3889808204
482	0.7703051661	0.3889727881
483	0.7703255291	0.3889649004
484	0.770321254	0.388958104
485	0.7703271498	0.3889487094
486	0.7703270641	0.388941611
487	0.7703266153	0.388934657
488	0.7703262584	0.388927955
489	0.7703253116	0.3889213135
490	0.7703452501	0.3889117201
491	0.7703592555	0.3888998631
492	0.7703618067	0.3888937662
493	0.7704167804	0.3888856637
494	0.7704166557	0.388879004
495	0.7704408206	0.3888710314
496	0.7706084382	0.3887826228
497	0.7706363997	0.3887746764
498	0.7706490406	0.388746834
499	0.7706469743	0.3887340373
500	0.770646152	0.3886930617
501	0.770662978	0.3886853811
502	0.7706626177	0.3886786021
503	0.7706603365	0.388671182
504	0.7706835592	0.3886618258
505	0.7707174899	0.3886543578
506	0.7707955478	0.3886463304
507	0.770803221	0.3886347877
508	0.7708298133	0.3886269922
509	0.7708437401	0.3886193623
510	0.7708436644	0.3886127359
511	0.7708307115	0.3885928942
512	0.770843005	0.3885854434
513	0.7708524016	0.3885779373
514	0.7708497516	0.3885302393
515	0.7708672966	0.3885226123
516	0.7708672614	0.3885160277
517	0.7708758408	0.3885084975
518	0.7708957279	0.3885011185
519	0.7709006561	0.3884940703
520	0.7709147416	0.388487182
521	0.7709218383	0.3884800223
522	0.7709289851	0.3884729508
523	0.7709439909	0.38846169
524	0.7709653563	0.3884541831
525	0.7709625819	0.3884474644
526	0.7709829822	0.3884384694
527	0.7709827028	0.3884318353
528	0.7709822032	0.3884253058
529	0.7709820056	0.3884188884
530	0.7709771273	0.3884124361
531	0.7709776413	0.388406404
532	0.7709886106	0.388395402
533	0.7710198027	0.3883877849
534	0.7710171507	0.3883815762
535	0.771025871	0.3883746311
536	0.7710446329	0.3883675015
537	0.7710484381	0.3883534694
538	0.7710560762	0.3883460636
539	0.7710792808	0.3883376086
540	0.771075541	0.388330009
541	0.7710748468	0.3883237423
542	0.7710743645	0.388317382
543	0.7710738466	0.3882724513
544	0.771073406	0.3882664027
545	0.7710772799	0.3882598393
546	0.7710777357	0.3882538393
547	0.771082883	0.3882469605
548	0.7710970472	0.3882383529
549	0.7711080867	0.3882116423
550	0.7711079057	0.3882056895
551	0.7711182651	0.3881983155
552	0.7711294307	0.3881909471
553	0.771134723	0.3881837189
554	0.7711335497	0.3881777152
555	0.7711420881	0.388170497
556	0.7711533765	0.3881621559
557	0.7711606791	0.3881550825
558	0.7711734553	0.3881484719
559	0.771174712	0.3881416457
560	0.7713276828	0.3880592857
561	0.7713331815	0.3880528949
562	0.7713494156	0.3880061265
563	0.7713488748	0.3879998658
564	0.771351132	0.3879545416
565	0.7713507033	0.3879484572
566	0.7713503175	0.3879425578
567	0.7713484414	0.3879369473
568	0.7713590563	0.3879114449
569	0.7713665999	0.387904901
570	0.7713632702	0.3878872487
571	0.7713616469	0.3878486551
572	0.7713682924	0.3878417362
573	0.7713685014	0.3878362018
574	0.7713762158	0.3878295057
575	0.7713783401	0.387822944
576	0.7713850996	0.3878124507
577	0.7714000008	0.3878046684
578	0.7714166031	0.387797332
579	0.7714103605	0.3877794343
580	0.7714772411	0.3877721959
581	0.7714769802	0.3877663365
582	0.7714719989	0.3877604939
583	0.7714782576	0.3877536324
584	0.7714936392	0.3877467613
585	0.7714932795	0.3877410698
586	0.771493014	0.3877353545
587	0.7715052427	0.3877290003
588	0.7715216937	0.3877223245
589	0.7715315195	0.3877163845
590	0.7715262845	0.3877074866
591	0.7715329078	0.3877007895
592	0.7715387692	0.3876945972
593	0.7715493396	0.3876879037
594	0.7715482274	0.387681928
595	0.7715473113	0.3876762085
596	0.7716578934	0.3876685566
597	0.7716646231	0.3876626215
598	0.7716616581	0.3876567731
599	0.77166005	0.3876320716
600	0.7716679318	0.3876254801
601	0.771681708	0.3876152701
602	0.7716926366	0.3876094217
603	0.7717092003	0.3876031984
604	0.7717140884	0.3875968876
605	0.7717223831	0.3875912819
606	0.7717397842	0.3875834817
607	0.7717478169	0.3875777423
608	0.7717561899	0.3875715995
609	0.7717543313	0.3875479253
610	0.7717646146	0.3875412539
611	0.771757955	0.3875312594
612	0.7717638384	0.3875251995
613	0.7717643401	0.3875192393
614	0.771763625	0.3875133863
615	0.7717631575	0.387507651
616	0.7717638583	0.3875022178
617	0.7717634844	0.3874966935
618	0.7717617035	0.3874910253
619	0.771773575	0.3874849147
620	0.7718222683	0.3874774689
621	0.7718217836	0.387471817
622	0.7718414331	0.3874650022
623	0.7718394357	0.3874594023
624	0.771862424	0.3874526809
625	0.7718615508	0.3874270058
626	0.7718582467	0.3874160735
627	0.7718681983	0.3873915266
628	0.7718640622	0.3873818057
629	0.7718634571	0.3873765462
630	0.7718599495	0.3873701191
631	0.7718684027	0.3873637331
632	0.7718668456	0.3873583586
633	0.7718790744	0.3873508623
634	0.7718891849	0.387344817
635	0.7718885565	0.3873394763
636	0.7719047905	0.3873335142
637	0.7719186215	0.3873268419
638	0.7719305518	0.387320515
639	0.7719382435	0.3873143863
640	0.7719672216	0.3873077794
641	0.771971099	0.387298244
642	0.7719674552	0.3872917462
643	0.7719659767	0.3872865128
644	0.7719874319	0.3872771816
645	0.7719845063	0.3872708913
646	0.7719839679	0.3872658531
647	0.771983899	0.3872567203
648	0.7719905137	0.387251086
649	0.7719863582	0.387245887
650	0.7719961475	0.3872395192
651	0.7720078812	0.3872332792
652	0.7720038364	0.3872281007
653	0.77200123	0.3872173007
654	0.7720856908	0.3872095346
655	0.7720934829	0.3872033828
656	0.7720928342	0.3871979049
657	0.7721080345	0.3871913999
658	0.7721193022	0.3871856183
659	0.7721383271	0.3871783635
660	0.7721488122	0.3871721762
661	0.7721570218	0.3871661832
662	0.7721513877	0.3871595041
663	0.7721498603	0.387154303
664	0.7721496538	0.3871493473
665	0.7721490836	0.3871441659
666	0.772152535	0.3871380896
667	0.7721624935	0.3871321338
668	0.7721611045	0.3870913171
669	0.7721685399	0.3870853363
670	0.7721827979	0.3870782975
671	0.7721820409	0.3870731935
672	0.7721909459	0.3870675136
673	0.7722025391	0.3870615601
674	0.7722001721	0.3870399146
675	0.772203648	0.3870310533
676	0.7722101072	0.3870255385
677	0.7722168988	0.3870197362
678	0.7722215978	0.3870143865
679	0.7723887887	0.386938116
680	0.7724060873	0.3869321646
681	0.7724133655	0.3869265085
682	0.772409579	0.3869203749
683	0.7724157872	0.3869147332
684	0.7724591048	0.3869060235
685	0.7724587117	0.3869010098
686	0.7724696343	0.3868924769
687	0.772479056	0.3868869643
688	0.7724760813	0.3868816037
689	0.7724746206	0.3868446058
690	0.7724815112	0.3868392091
691	0.7724926565	0.3868335445
692	0.7725130853	0.3868270821
693	0.7725226425	0.3868035299
694	0.7725274323	0.3867979025
695	0.7725241803	0.3867590044
696	0.7725438752	0.3867517994
697	0.772550786	0.3867463464
698	0.7725651446	0.3867397066
699	0.7725861543	0.3867331963
700	0.7725807521	0.3867270005
701	0.7725772952	0.3867209846
702	0.7725766864	0.3867158518
703	0.772594227	0.3867094261
704	0.7726067009	0.3867011527
705	0.7726109912	0.3866957188
706	0.7726133621	0.386687603
707	0.7726197626	0.3866822115
708	0.7726287724	0.3866769148
709	0.7726276008	0.3866716767
710	0.7726337438	0.3866663396
711	0.7726547602	0.3866592869
712	0.7726523172	0.3866541558
713	0.77266598	0.386648755
714	0.7726625326	0.3866426768
715	0.7726596094	0.3866350539
716	0.7726548724	0.3866299269
717	0.7726510288	0.3866241121
718	0.7726688898	0.3866188216
719	0.7726650707	0.3866140731
720	0.7726757355	0.3866087015
721	0.7726827161	0.386586195
722	0.7726995144	0.3865786075
723	0.7727030813	0.3865735956
724	0.7727022893	0.3865686861
725	0.772714446	0.3865614118
726	0.7727251839	0.3865551179
727	0.7727391931	0.3865496253
728	0.7727359321	0.3865169325
729	0.772733804	0.3865119651
730	0.7727452841	0.3865040454
731	0.772751802	0.3864986911
732	0.7727643433	0.3864909219
733	0.7727631159	0.3864860312
734	0.7727614878	0.38648124
735	0.7727590649	0.3864764626
736	0.7727668725	0.3864711588
737	0.7727837026	0.3864653502
738	0.7727831623	0.3864603425
739	0.7727815622	0.3864554702
740	0.7727794428	0.3864198576
741	0.7727857089	0.3864148879
742	0.7727840959	0.3864102203
743	0.7727819335	0.3864056457
744	0.7728248527	0.3863981233
745	0.7728247099	0.3863936278
746	0.7728203701	0.3863880405
747	0.772825893	0.3863826732
748	0.7728256671	0.3863783525
749	0.7728492645	0.3863720622
750	0.7728475396	0.3863675702
751	0.7728528741	0.3863622677
752	0.772872685	0.3863553638
753	0.7728800624	0.3863502066
754	0.7729106887	0.3863439354
755	0.7729182733	0.3863386763
756	0.772944153	0.3863327033
757	0.7729425088	0.3862966439
758	0.7729485975	0.3862916307
759	0.7729440935	0.3862858674
760	0.7729479637	0.3862809313
761	0.7731001916	0.3862100161
762	0.7730978774	0.3861925385
763	0.7730971041	0.3861882877
764	0.7730963552	0.3861837314
765	0.7731291066	0.3861775129
766	0.7731305795	0.3861699643
767	0.7731254384	0.3861625651
768	0.7731227838	0.3861577006
769	0.7731233054	0.386153051
770	0.7731225363	0.3861486501
771	0.7731270398	0.3861439257
772	0.7731286462	0.3861366643
773	0.7731199621	0.3861294392
774	0.7731238271	0.38612466
775	0.7731293026	0.3861030589
776	0.7731510708	0.3860974617
777	0.7731772354	0.3860901604
778	0.7731765693	0.3860855255
779	0.7731748523	0.3860811265
780	0.7731832399	0.3860750272
781	0.7732829371	0.3860677328
782	0.7732793621	0.3860627139
783	0.7733027518	0.3860555226
784	0.7732982885	0.3860503899
785	0.7732976453	0.3860460992
786	0.7732954221	0.3860124547
787	0.7733046331	0.3860075143
788	0.7733124179	0.3860025627
789	0.7733342723	0.385996806
790	0.7733582113	0.3859895314
791	0.7733688461	0.3859824769
792	0.7733637809	0.3859754408
793	0.773377007	0.3859698772
794	0.7733829926	0.3859647634
795	0.7733831149	0.3859603171
796	0.7733870057	0.3859557238
797	0.7733934435	0.3859508409
798	0.7733873435	0.3859449311
799	0.7734003605	0.385939537
800	0.7734223806	0.3859329404
801	0.7734215908	0.3859285057
802	0.7734274878	0.385923563
803	0.7734244581	0.3859184234
804	0.7734509705	0.3859113028
805	0.773477998	0.3859043239
806	0.7734819366	0.3858994006
807	0.7734840267	0.3858945759
808	0.7734788901	0.3858866202
809	0.7734991	0.3858814186
810	0.77349949	0.3858771216
811	0.7734992041	0.3858726521
812	0.7735020315	0.3858681826
813	0.7735007896	0.3858638986
814	0.7735108559	0.3858583582
815	0.7735351988	0.3858520759
816	0.7735347312	0.3858479065
817	0.7735561256	0.3858411267
818	0.7735553724	0.3858369075
819	0.773560433	0.3858320765
820	0.7735691198	0.3858264979
821	0.7735772866	0.3858217394
822	0.7735771345	0.385817582
823	0.7735743053	0.3857835346
824	0.7736000227	0.3857768128
825	0.7736058023	0.3857721182
826	0.7736022378	0.385763727
827	0.7736068966	0.385742942
828	0.7736053562	0.3857118451
829	0.7736104259	0.3857073001
830	0.773635042	0.3857005721
831	0.7736612707	0.3856942929
832	0.7736588827	0.3856638154
833	0.7736678984	0.3856591713
834	0.7736715185	0.3856545799
835	0.7736712326	0.3856503685
836	0.7736662773	0.3856446109
837	0.7736661147	0.3856405059
838	0.7737030972	0.3856339652
839	0.7737027641	0.3856296274
840	0.7737001924	0.3855998662
841	0.7737176837	0.3855941151
842	0.7737483554	0.3855876227
843	0.7737483685	0.3855835779
844	0.7737477892	0.3855796154
845	0.7737545859	0.3855749498
846	0.773775489	0.3855685996
847	0.7737796817	0.3855643334
848	0.7737842839	0.3855598439
849	0.7738061621	0.3855544499
850	0.7738058694	0.3855500365
851	0.7738223904	0.3855449288
852	0.7739760943	0.3854791519
853	0.7739751187	0.3854748124
854	0.7739836967	0.3854679668
855	0.7739764027	0.385462282
856	0.7739756129	0.385457799
857	0.7739896977	0.3854530628
858	0.7739921592	0.3854485821
859	0.7739872856	0.3854426612
860	0.7740060481	0.3854373367
861	0.7740010669	0.3854311812
862	0.7740075613	0.3854273091
863	0.7740073863	0.3854230898
864	0.7740071328	0.3854192144
865	0.7740012508	0.3854135964
866	0.7740015379	0.3854097938
867	0.7739964387	0.3854029439
868	0.773992142	0.3853950593
869	0.7739848247	0.3853884582
870	0.7739874884	0.3853841537
871	0.7739814075	0.3853789091
872	0.7739889204	0.3853743829
873	0.7739819995	0.3853691421
874	0.773986094	0.3853492432
875	0.7739802181	0.3853429398
876	0.7739878293	0.3853382252
877	0.7739917387	0.3853336279
878	0.7740057073	0.3853288804
879	0.7739821121	0.3853200618
880	0.7739926451	0.3853155138
881	0.7739915577	0.3853118162
882	0.7739907617	0.3853081074
883	0.7740106298	0.3853026876
